participant,trial,tar_size,sacc_ampl,fix_x_deg,fix_y_deg,tar_x_deg,tar_y_deg,fix_x_px,fix_y_px,tar_x_px,tar_y_px,time_fix_on,time_fix_go,time_tar_on,time_tar_off,time_trial_end
2,124,4,5,-10,0,-5.54,-2.26,933,800,1088,879,4240052,4241148,4241657,4243676,4245176
2,125,1.5,10,-10,0,-0.51,-3.16,933,800,1262,910,4245218,4246823,4247832,4249851,4251851
2,126,3,10,10,0,7.19,-9.6,1627,800,1530,1133,4251865,4253373,4254132,4256151,4257901
2,127,3,10,10,10,2.72,16.86,1627,453,1375,214,4257931,4259631,4260515,4262542,4264417
2,128,4,10,10,10,11.04,0.05,1627,453,1663,798,4264439,4265597,4266106,4268134,4269634
2,129,0.5,5,-10,0,-5.58,2.33,933,800,1086,719,4269673,4270797,4271181,4273206,4274582
2,130,1,10,0,10,-5.73,1.8,1280,453,1081,737,4274614,4276313,4277072,4279098,4280848
2,131,4,5,0,10,-4.11,7.16,1280,453,1137,551,4280883,4281830,4282339,4284364,4285864
2,132,1.5,10,-10,10,-13.75,0.73,933,453,803,775,4285891,4286846,4287355,4289381,4290881
2,133,5,10,0,-10,9.96,-9.15,1280,1147,1626,1118,4290922,4292271,4292530,4294547,4295797
2,134,4,10,10,10,15.37,1.56,1627,453,1814,746,4295822,4297188,4297571,4299597,4300972
2,135,3,5,0,10,3.91,6.88,1280,453,1416,561,4301013,4302554,4303188,4305213,4306839
2,136,3,5,0,-10,-3.92,-6.9,1280,1147,1144,1040,4306879,4308462,4309346,4311372,4313247
2,137,0.5,5,-10,0,-8.22,-4.67,933,800,994,962,4313287,4314795,4315054,4317080,4318330
2,138,5,10,-10,10,-13.08,0.49,933,453,826,783,4318357,4319812,4320321,4322346,4323846
2,139,3,10,-10,0,-3.5,7.6,933,800,1159,536,4323871,4324695,4325203,4327229,4328730
2,140,1.5,10,0,10,4.64,1.14,1280,453,1441,760,4328770,4330036,4331045,4333071,4335071
3,1,2,5,-10,-10,-10.28,-5.01,933,1147,923,974,9489871,9494538,9494796,9496813,9498063
3,2,5,5,0,0,-2.4,4.39,1280,800,1197,648,9498080,9500321,9501329,9503346,9505346
3,3,3,5,0,10,4.91,9.04,1280,453,1450,486,9505366,9507471,9507979,9509996,9511496
3,4,3,10,0,0,-7.11,7.03,1280,800,1033,556,9511521,9513262,9513895,9515912,9517537
3,5,3,10,0,10,-7.62,3.53,1280,453,1015,677,9517556,9520445,9521454,9523470,9525470
3,6,2,10,10,10,15.39,1.57,1627,453,1814,745,9525491,9527003,9528012,9530028,9532028
3,7,2,5,-10,10,-10.99,5.1,933,453,898,623,9532055,9534178,9535187,9537203,9539203
3,8,5,5,0,0,-0.85,4.93,1280,800,1251,629,9539228,9540661,9541170,9543190,9544690
3,9,5,10,10,-10,5.43,-1.11,1627,1147,1468,838,9544720,9546252,9546637,9548656,9550031
3,10,2,10,0,10,-9.99,9.55,1280,453,933,468,9550070,9551644,9552027,9554046,9555422
3,11,4,5,10,0,5.38,-1.92,1627,800,1467,867,9555462,9556810,9557570,9559588,9561338
3,12,0.5,10,-10,0,-3.06,7.2,933,800,1174,550,9561364,9562335,9562844,9564863,9566363
3,13,5,5,10,0,5.7,2.56,1627,800,1478,711,9566378,9567577,9568085,9570104,9571605
3,14,0.5,5,10,-10,10.79,-5.06,1627,1147,1655,976,9571635,9572843,9573351,9575379,9576880
3,15,5,10,10,0,2.06,-6.08,1627,800,1352,1011,9576905,9577901,9578660,9580686,9582436
3,16,3,10,-10,10,-11.09,0.06,933,453,895,798,9582463,9584118,9584501,9586527,9587902
3,17,1.5,10,10,0,3.51,7.61,1627,800,1402,536,9587929,9589267,9589776,9591793,9593294
3,18,5,5,-10,-10,-6.21,-13.26,933,1147,1064,1261,9593329,9595459,9595842,9597868,9599244
3,19,4,5,0,0,-3.3,-3.76,1280,800,1165,931,9599284,9600542,9601550,9603576,9605576
3,20,5,5,10,-10,5.62,-7.58,1627,1147,1475,1063,9605609,9606583,9607217,9609243,9610868
3,21,0.5,5,0,-10,4.97,-9.44,1280,1147,1453,1128,9610908,9611967,9612225,9614251,9615501
3,22,1.5,10,0,0,-8.26,-5.64,1280,800,993,996,9615534,9616641,9617025,9619051,9620426
3,23,4,10,-10,10,-0.18,11.91,933,453,1274,386,9620462,9621616,9622125,9624150,9625651
3,24,1,10,10,10,0,9.72,1627,453,1280,462,9625684,9626649,9627533,9629550,9631425
3,25,2,10,10,10,2.1,3.87,1627,453,1353,666,9631461,9632241,9632624,9634650,9636025
3,26,1,5,10,-10,5.45,-12.07,1627,1147,1469,1219,9636069,9636965,9637224,9639250,9640500
3,27,4,10,-10,0,-6.27,-9.28,933,800,1062,1122,9640535,9641507,9642015,9644041,9645541
3,28,2,10,10,0,6.99,9.54,1627,800,1523,469,9645582,9646282,9646915,9648941,9650566
3,29,1,5,0,10,-4.86,8.81,1280,453,1111,494,9867025,9868481,9869489,9871498,9873498
3,30,4,5,0,-10,1.54,-5.24,1280,1147,1334,982,9873523,9874539,9875298,9877314,9879065
3,31,2,10,10,0,9.36,-9.98,1627,800,1605,1147,9879090,9879847,9880731,9882747,9884623
3,32,4,5,-10,0,-5.5,-2.18,933,800,1089,876,9884639,9885514,9885898,9887914,9889289
3,33,5,5,0,0,-0.38,4.99,1280,800,1267,627,9889297,9890139,9890772,9892789,9894415
3,34,1.5,10,-10,-10,-2.04,-16.05,933,1147,1209,1357,9894450,9895130,9896014,9898030,9899905
3,35,1,5,-10,10,-5.67,7.49,933,453,1083,540,9899939,9900863,9901872,9903888,9905888
3,36,1.5,5,10,-10,7.93,-5.45,1627,1147,1555,989,9905896,9906771,9907530,9909550,9911300
3,37,3,5,-10,0,-5.17,1.3,933,800,1100,755,9911317,9912079,9912963,9914982,9916857
3,38,2,5,10,-10,8.03,-5.4,1627,1147,1559,988,9916874,9917813,9918571,9920590,9922340
3,39,3,10,0,0,-9.94,1.13,1280,800,935,761,9922366,9923171,9923804,9925823,9927449
3,40,5,10,10,0,9.88,10,1627,800,1623,453,9927479,9928329,9928588,9930606,9931856
3,41,1.5,5,10,10,9.48,5.03,1627,453,1609,625,9931873,9932837,9933346,9935365,9936865
3,42,0.5,5,0,10,4.99,9.7,1280,453,1453,463,9936880,9937803,9938312,9940340,9941840
3,43,5,10,-10,10,-0.05,10.96,933,453,1278,419,9941863,9942753,9943387,9945412,9947038
3,44,1,10,-10,0,-6.77,9.46,933,800,1045,471,9947054,9947703,9948712,9950731,9952731
3,45,4,10,-10,10,-16.95,2.81,933,453,691,702,9952753,9953736,9954495,9956520,9958270
3,46,1.5,5,10,0,6.71,3.77,1627,800,1513,669,9958320,9959161,9960044,9962070,9963945
3,47,0.5,10,10,10,1.89,4.15,1627,453,1346,656,9963969,9965077,9965336,9967362,9968612
3,48,0.5,10,0,0,-6.96,7.18,1280,800,1038,551,9968636,9969677,9970435,9972462,9974212
3,49,2,5,-10,0,-7.87,4.52,933,800,1007,643,9974235,9975294,9975677,9977703,9979078
3,50,2,5,10,0,5.29,-1.67,1627,800,1464,858,9979102,9980202,9980710,9982736,9984236
3,51,1,5,-10,-10,-11.9,-5.38,933,1147,867,987,9984260,9985152,9985785,9987811,9989436
3,52,3,10,-10,-10,-2.87,-2.98,933,1147,1180,904,9989460,9990351,9990985,9993018,9994643
3,53,2,5,-10,-10,-5.07,-10.85,933,1147,1104,1177,9994668,9995551,9996060,9998085,9999585
3,54,1.5,10,-10,0,-0.14,1.67,933,800,1275,742,9999609,10000493,10001126,10003152,10004777
3,55,1,10,-10,0,-0.8,-3.92,933,800,1252,936,10004818,10005659,10006668,10008693,10010694
3,56,1,5,10,-10,8.77,-5.15,1627,1147,1585,979,10010720,10011609,10012242,10014268,10015894
3,57,0.5,5,10,0,6.97,-3.97,1627,800,1522,938,10586337,10587611,10588369,10590386,10592136
3,58,2,10,-10,10,-6.21,0.74,933,453,1064,774,10592153,10592969,10593603,10595619,10597244
3,59,0.5,10,0,-10,-6.67,-2.55,1280,1147,1048,888,10597306,10598052,10599060,10601077,10603077
3,60,2,10,10,10,16.61,2.5,1627,453,1857,713,10603098,10603860,10604743,10606760,10608635
3,61,1.5,10,0,-10,9.68,-7.5,1280,1147,1616,1060,10608656,10609618,10609877,10611893,10613143
3,62,0.5,10,-10,10,-16.57,2.47,933,453,704,714,10613161,10614110,10614618,10616635,10618135
3,63,3,10,-10,-10,-10.57,-0.02,933,1147,913,801,10618160,10618968,10619602,10621618,10623243
3,64,5,10,10,10,13.76,0.73,1627,453,1758,775,10623268,10624201,10624709,10626730,10628230
3,65,4,5,0,10,-4.94,9.23,1280,453,1108,480,10628255,10629243,10630251,10632270,10634270
3,66,1.5,5,0,0,-4.81,-1.38,1280,800,1113,848,10634301,10635134,10635392,10637411,10638662
3,67,1.5,5,-10,0,-9.7,-4.99,933,800,943,973,10638687,10639534,10640542,10642561,10644561
3,68,1.5,5,-10,0,-7.97,-4.57,933,800,1003,959,10644587,10645392,10646025,10648045,10649670
3,69,5,10,10,-10,0.48,-13.08,1627,1147,1297,1254,10649700,10650592,10650850,10652870,10654120
3,70,1,5,10,0,5.72,2.58,1627,800,1479,710,10654150,10655000,10656008,10658036,10660036
3,71,0.5,10,-10,0,-9.95,-10,933,800,934,1147,10660075,10660941,10661450,10663476,10664976
3,72,1,5,0,0,-1.43,4.79,1280,800,1230,634,10665001,10665774,10666533,10668552,10670303
3,73,3,5,0,10,-4.98,9.53,1280,453,1107,469,10670327,10671174,10672058,10674083,10675959
3,74,1,10,-10,0,-0,0.23,933,800,1280,792,10675991,10676690,10677199,10679225,10680725
3,75,4,10,10,10,3.1,2.76,1627,453,1388,704,10680767,10681782,10682041,10684066,10685317
3,76,1,5,10,10,5.87,12.81,1627,453,1484,355,10685350,10686190,10686949,10688966,10690716
3,77,3,10,0,10,-7.66,3.57,1280,453,1014,676,10690761,10691632,10692015,10694041,10695416
3,78,2,5,0,0,-0.5,4.98,1280,800,1263,627,10695457,10696323,10697082,10699107,10700858
3,79,3,10,-10,10,-15.8,1.86,933,453,731,736,10700892,10701698,10702582,10704607,10706482
3,80,5,10,0,-10,-6.89,-2.75,1280,1147,1041,896,10706523,10707298,10707681,10709707,10711082
3,81,4,5,0,-10,2.2,-5.51,1280,1147,1357,991,10711116,10711889,10712648,10714674,10716424
3,82,1,10,-10,10,-1.16,5.33,933,453,1240,615,10716476,10717280,10717789,10719815,10721315
3,83,0.5,5,-10,0,-6.97,3.98,933,800,1038,662,10721347,10722005,10723014,10725040,10727040
3,84,0.5,10,0,-10,9.97,-9.24,1280,1147,1626,1121,10727075,10727813,10728447,10730473,10732098
3,85,3,5,-10,10,-7.66,5.58,933,453,1014,606,10860885,10862175,10863184,10865200,10867200
3,86,1.5,10,10,-10,0.12,-8.44,1627,1147,1284,1093,10867220,10868049,10868308,10870324,10871575
3,87,4,10,10,0,2.68,-6.82,1627,800,1373,1037,10871600,10872341,10873224,10875241,10877116
3,88,4,10,0,-10,8.98,-5.61,1280,1147,1592,995,10877141,10877841,10878724,10880741,10882616
3,89,1,10,0,10,-9.72,7.64,1280,453,942,535,10882642,10883266,10883899,10885915,10887541
3,90,1,10,10,0,2.86,7,1627,800,1379,557,10887557,10888274,10889157,10891174,10893049
3,91,4,5,10,10,5.45,7.93,1627,453,1469,525,10893066,10893673,10894557,10896573,10898449
3,92,4,5,-10,-10,-8.98,-5.11,933,1147,968,977,10898473,10899131,10899390,10901409,10902659
3,93,0.5,10,-10,-10,-0,-10.23,933,1147,1280,1155,10902691,10903640,10904023,10906042,10907417
3,94,2,5,0,0,-4.63,-1.89,1280,800,1119,866,10907444,10908240,10908998,10911018,10912768
3,95,3,5,-10,-10,-7.08,-5.94,933,1147,1034,1006,10912798,10913848,10914106,10916125,10917375
3,96,1.5,10,-10,0,-7.08,-9.56,933,800,1034,1132,10917415,10918222,10918981,10921000,10922751
3,97,0.5,5,10,10,8.47,5.24,1627,453,1574,618,10922765,10923681,10924689,10926709,10928709
3,98,0.5,5,10,10,6.44,6.49,1627,453,1504,575,10928739,10929589,10929972,10932000,10933375
3,99,2,10,0,10,-10,9.85,1280,453,933,458,10933405,10934197,10935080,10937100,10938975
3,100,1.5,10,0,0,-3.44,9.39,1280,800,1161,474,10938997,10939796,10940055,10942075,10943325
3,101,2,5,0,-10,2.14,-5.48,1280,1147,1354,990,10943364,10944213,10945096,10947122,10948998
3,102,4,10,0,0,-7.2,-6.94,1280,800,1030,1041,10949030,10949855,10950113,10952139,10953389
3,103,3,5,0,0,-2.29,4.44,1280,800,1200,646,10953413,10954196,10954580,10956605,10957980
3,104,5,5,10,-10,5.96,-12.94,1627,1147,1487,1249,10958004,10958812,10959571,10961588,10963339
3,105,2,10,10,0,6.68,-9.43,1627,800,1512,1128,10963374,10964221,10964479,10966505,10967755
3,106,4,5,0,0,-3.73,3.33,1280,800,1150,684,10967796,10968712,10969345,10971363,10972989
3,107,4,10,10,-10,0.39,-12.77,1627,1147,1294,1244,10973037,10973879,10974137,10976163,10977413
3,108,5,10,-10,10,-1.89,4.16,933,453,1214,656,10977454,10978387,10978895,10980921,10982421
3,109,3,5,10,-10,5.67,-7.5,1627,1147,1477,1061,10982496,10983253,10984262,10986287,10988287
3,110,1,10,0,10,9.59,7.17,1280,453,1613,551,10988315,10989295,10990053,10992079,10993829
3,111,5,5,0,10,-5,9.99,1280,453,1106,453,10993870,10994619,10995003,10997028,10998404
3,112,4,10,10,-10,0.77,-13.85,1627,1147,1307,1281,10998438,11000219,11000853,11002878,11004503
3,113,3,5,0,0,-4.97,0.51,1280,800,1107,782,11125972,11126964,11127848,11129864,11131739
3,114,0.5,5,-10,0,-5.15,1.2,933,800,1101,758,11131764,11132447,11132706,11134722,11135972
3,115,1.5,5,-10,-10,-12.75,-5.82,933,1147,837,1002,11135993,11136847,11137230,11139247,11140622
3,116,1.5,5,0,0,-2.49,4.34,1280,800,1194,649,11140647,11141330,11142089,11144105,11145855
3,117,1.5,5,0,-10,-4.92,-9.1,1280,1147,1109,1116,11145876,11146605,11147488,11149505,11151380
3,118,0.5,5,10,10,11.22,5.15,1627,453,1670,621,11151397,11152580,11152963,11154980,11156355
3,119,3,5,10,10,6.97,6.02,1627,453,1522,591,11156363,11157213,11158096,11160113,11161988
3,120,5,10,-10,-10,-16.96,-2.82,933,1147,691,898,11162005,11163004,11163638,11165657,11167283
3,121,1.5,10,10,-10,16.11,-2.08,1627,1147,1840,872,11167299,11168104,11168362,11170412,11171663
3,122,1.5,5,10,-10,11.04,-5.11,1627,1147,1664,978,11171696,11172612,11172871,11174890,11176141
3,123,0.5,10,0,10,-9.06,5.78,1280,453,965,599,11176171,11176904,11177412,11179431,11180931
3,124,2,5,-10,-10,-10.87,-5.08,933,1147,902,976,11180958,11181753,11182262,11184281,11185781
3,125,5,10,0,0,-0.01,10,1280,800,1280,453,11185821,11186637,11187520,11189539,11191415
3,126,1,10,-10,10,-3.5,2.4,933,453,1158,717,11191437,11192137,11193020,11195048,11196923
3,127,1,5,-10,-10,-5.01,-10.3,933,1147,1106,1158,11196945,11197794,11198178,11200197,11201573
3,128,0.5,10,0,-10,8.76,-5.17,1280,1147,1584,980,11201603,11203019,11203903,11205929,11207804
3,129,3,5,10,10,12.6,5.73,1627,453,1718,601,11207829,11210969,11211352,11213378,11214754
3,130,5,5,0,-10,4.98,-9.58,1280,1147,1453,1133,11214790,11215535,11216544,11218570,11220570
3,131,4,10,-10,10,-1.28,14.9,933,453,1236,283,11220602,11221519,11222527,11224553,11226553
3,132,5,5,-10,10,-7.54,5.65,933,453,1018,604,11226594,11227810,11228818,11230844,11232845
3,133,2,10,0,0,-6.92,7.22,1280,800,1040,549,11232885,11233743,11234002,11236027,11237278
3,134,4,5,0,-10,-0.48,-5.02,1280,1147,1263,974,11237310,11238451,11239210,11241236,11242986
3,135,1,10,0,10,9.84,8.19,1280,453,1622,515,11243026,11244001,11244385,11246402,11247777
3,136,3,10,0,-10,9.68,-7.51,1280,1147,1616,1061,11247822,11248559,11249317,11251335,11253085
3,137,3,10,0,-10,-9.49,-6.85,1280,1147,950,1038,11253117,11253984,11254617,11256643,11258268
3,138,1,5,0,10,5,9.91,1280,453,1454,456,11258305,11259100,11259484,11261510,11262885
3,139,1.5,10,10,0,1.87,5.83,1627,800,1345,598,11262917,11263758,11264392,11266418,11268043
3,140,0.5,5,-10,-10,-5.01,-9.72,933,1147,1106,1138,11268067,11268875,11269634,11271659,11273409
4,1,1,10,-10,-10,-1.63,-4.54,933,1147,1224,958,9684515,9685823,9686708,9688734,9690610
4,2,2,10,0,10,9.99,9.67,1280,453,1627,464,9690633,9691556,9692190,9694217,9695842
4,3,0.5,10,10,-10,0.05,-9.03,1627,1147,1282,1114,9695865,9696698,9697207,9699233,9700734
4,4,0.5,10,-10,0,-0.94,4.24,933,800,1247,653,9700757,9701706,9701965,9703981,9705231
4,5,1,5,10,0,5.11,1.06,1627,800,1458,763,9705257,9706173,9706682,9708708,9710210
4,6,3,5,0,10,3.09,6.07,1280,453,1387,589,9710247,9711305,9711689,9713705,9715081
4,7,0.5,10,10,10,3.55,2.36,1627,453,1403,718,9715099,9716113,9717122,9719138,9721139
4,8,4,10,0,-10,9.77,-7.87,1280,1147,1619,1073,9721150,9722038,9722922,9724942,9726817
4,9,0.5,5,0,0,-4.64,-1.86,1280,800,1119,865,9726847,9727888,9728647,9730665,9732416
4,10,2,10,0,-10,-8.07,-4.09,1280,1147,1000,942,9732433,9733496,9734504,9736532,9738532
4,11,1,5,0,0,-4.98,0.43,1280,800,1107,785,9738550,9739338,9739971,9741990,9743615
4,12,4,5,10,0,6.4,-3.47,1627,800,1502,921,9743632,9744496,9745379,9747398,9749274
4,13,4,10,-10,0,-3.68,-7.75,933,800,1152,1069,9749299,9750279,9750788,9752815,9754316
4,14,1,10,-10,10,-11.3,0.09,933,453,887,797,9754346,9755370,9755754,9757773,9759148
4,15,1.5,10,-10,-10,-1.33,-5.02,933,1147,1234,974,9759190,9760237,9760995,9763014,9764764
4,16,2,5,10,10,6.21,13.27,1627,453,1496,339,9764789,9765703,9766587,9768612,9770488
4,17,0.5,5,10,0,5.05,0.72,1627,800,1455,775,9770520,9771395,9772278,9774304,9776179
4,18,4,10,0,-10,-8.53,-4.78,1280,1147,984,966,9776220,9777744,9778628,9780654,9782529
4,19,2,10,10,-10,5.29,-1.18,1627,1147,1464,841,9782562,9783419,9784053,9786078,9787704
4,20,3,5,10,-10,5.1,-9.02,1627,1147,1457,1113,9787745,9788544,9789553,9791578,9793579
4,21,1,10,-10,0,-8.05,9.81,933,800,1000,459,9793602,9794527,9795036,9797061,9798562
4,22,2,10,10,10,2.56,3.31,1627,453,1369,685,9798602,9799393,9800279,9802303,9804178
4,23,1.5,5,10,-10,9.65,-5.01,1627,1147,1615,974,9804203,9805068,9805327,9807369,9808620
4,24,3,10,-10,-10,-1.63,-15.47,933,1147,1224,1337,9808661,9810001,9810385,9812411,9813786
4,25,0.5,10,0,0,-5.89,-8.08,1280,800,1075,1081,9813826,9814626,9815385,9817418,9819168
4,26,4,5,-10,10,-12.71,5.8,933,453,839,599,9819210,9820068,9820827,9822852,9824602
4,27,3,5,0,0,-3.63,3.44,1280,800,1154,681,9824626,9825443,9826076,9828102,9829727
4,28,5,5,10,0,8.48,-4.76,1627,800,1575,965,9829771,9830642,9831526,9833551,9835427
4,29,3,5,-10,0,-8.34,4.72,933,800,990,636,9971062,9972337,9972845,9974862,9976362
4,30,2,5,0,0,-3.47,-3.6,1280,800,1160,925,9976395,9977228,9977611,9979628,9981003
4,31,5,5,-10,-10,-5.08,-10.88,933,1147,1104,1178,9981024,9981936,9982695,9984711,9986461
4,32,1,10,0,-10,-0.69,-0.02,1280,1147,1256,801,9986469,9987286,9988295,9990311,9992311
4,33,4,5,10,10,6.27,6.67,1627,453,1498,568,9992340,9993236,9993494,9995511,9996761
4,34,1.5,5,-10,0,-6.71,-3.76,933,800,1047,931,9996787,9997744,9998377,10000394,10002019
4,35,5,10,-10,0,-0.05,1.02,933,800,1278,765,10002045,10003252,10003636,10005652,10007027
4,36,1.5,10,-10,-10,-0.04,-10.84,933,1147,1279,1177,10007052,10007927,10008935,10010971,10012971
4,37,4,5,-10,-10,-12.28,-5.55,933,1147,854,993,10012997,10013910,10014293,10016312,10017688
4,38,1,5,-10,-10,-13.34,-6.28,933,1147,817,1018,10017712,10018701,10019210,10021229,10022729
4,39,4,5,10,0,6.51,3.58,1627,800,1506,676,10022761,10023793,10024426,10026446,10028071
4,40,5,5,-10,10,-6.77,6.18,933,453,1045,585,10028093,10029601,10030109,10032129,10033629
4,41,3,5,-10,10,-13.23,6.18,933,453,821,585,10033655,10034642,10034901,10036920,10038170
4,42,3,10,0,10,-7.79,3.74,1280,453,1009,670,10038201,10039125,10039634,10041660,10043160
4,43,1,10,-10,10,-1.45,4.81,933,453,1230,633,10043192,10043900,10044909,10046934,10048935
4,44,0.5,5,0,0,-2.48,-4.34,1280,800,1194,951,10048968,10049842,10050476,10052501,10054126
4,45,2,5,10,-10,12.93,-5.95,1627,1147,1729,1007,10054153,10054975,10055608,10057634,10059259
4,46,5,10,-10,0,-8.98,-9.95,933,800,968,1146,10059283,10060333,10060591,10062617,10063868
4,47,4,10,10,10,0.15,8.29,1627,453,1285,512,10063895,10064949,10065708,10067734,10069484
4,48,4,5,0,0,-2.89,4.08,1280,800,1180,658,10069508,10070358,10070866,10072892,10074392
4,49,1.5,10,0,0,-2.29,9.73,1280,800,1201,462,10074416,10075232,10075741,10077767,10079267
4,50,2,10,10,0,0.12,1.53,1627,800,1284,747,10079291,10080099,10080482,10082508,10083883
4,51,5,5,10,10,12.24,5.53,1627,453,1705,608,10083919,10084865,10085749,10087775,10089650
4,52,0.5,5,10,-10,5.13,-8.85,1627,1147,1458,1107,10089682,10090848,10091357,10093383,10094883
4,53,3,10,10,-10,0,-9.71,1627,1147,1280,1137,10094924,10095840,10096098,10098124,10099375
4,54,3,10,10,10,1.34,14.99,1627,453,1326,279,10099419,10100556,10101565,10103590,10105591
4,55,2,5,-10,10,-5.04,9.41,933,453,1105,473,10105624,10106548,10106806,10108824,10110074
4,56,5,10,10,-10,11.48,-0.11,1627,1147,1679,804,10110102,10111123,10111881,10113907,10115657
4,57,3,10,-10,10,-2.61,16.73,933,453,1189,219,10267733,10268866,10269250,10271266,10272642
4,58,2,5,-10,0,-5.2,1.39,933,800,1099,752,10272662,10273833,10274341,10276358,10277858
4,59,5,10,0,10,9.96,9.09,1280,453,1626,484,10277877,10278566,10279199,10281216,10282841
4,60,2,5,-10,0,-7.54,-4.35,933,800,1018,951,10282862,10284341,10285225,10287241,10289116
4,61,1.5,5,-10,0,-7.92,-4.55,933,800,1005,958,10289124,10289949,10290332,10292349,10293724
4,62,0.5,10,10,-10,15.62,-1.73,1627,1147,1823,860,10293732,10294899,10295282,10297290,10298665
4,63,1.5,5,10,0,5.14,1.18,1627,800,1459,759,10298673,10299315,10299824,10301832,10303332
4,64,2,5,0,-10,-2.92,-5.94,1280,1147,1179,1006,10303366,10304565,10305573,10307594,10309594
4,65,1,5,-10,-10,-7.81,-5.51,933,1147,1009,991,10309624,10310715,10311598,10313618,10315493
4,66,0.5,10,0,10,9.07,5.78,1280,453,1595,599,10315515,10316639,10317648,10319668,10321668
4,67,5,5,-10,0,-6.64,3.7,933,800,1049,671,10321699,10322622,10323381,10325401,10327151
4,68,2,10,0,0,-9.88,-1.52,1280,800,937,853,10327181,10327997,10328756,10330767,10332517
4,69,0.5,5,10,0,6.93,-3.94,1627,800,1521,937,10332557,10333647,10334531,10336550,10338425
4,70,1.5,10,0,-10,-9.39,-6.57,1280,1147,954,1028,10338451,10339414,10339672,10341691,10342941
4,71,1.5,10,-10,0,-3.36,7.48,933,800,1163,540,10342964,10343713,10343972,10345998,10347248
4,72,1.5,10,0,10,-8.69,5.05,1280,453,978,625,10347280,10348180,10348564,10350589,10351964
4,73,4,5,-10,-10,-7.18,-5.87,933,1147,1031,1004,10351988,10353021,10353905,10355930,10357806
4,74,1,10,-10,10,-12.35,0.28,933,453,851,790,10357838,10358796,10359055,10361080,10362331
4,75,1,5,10,-10,13.18,-6.14,1627,1147,1738,1013,10362355,10363262,10363646,10365672,10367047
4,76,2,5,10,10,9.03,5.09,1627,453,1594,623,10367064,10368129,10369138,10371163,10373163
4,77,4,10,0,10,1.58,0.13,1280,453,1335,796,10373187,10374121,10374629,10376655,10378155
4,78,5,10,0,-10,1.42,-0.1,1280,1147,1329,804,10378187,10379087,10380095,10382128,10384129
4,79,4,10,0,10,-4.42,1.03,1280,453,1126,764,10384171,10385203,10386212,10388238,10390238
4,80,4,10,-10,10,-5.69,0.98,933,453,1082,766,10390279,10391211,10391720,10393753,10395254
4,81,2,5,0,-10,1.06,-5.11,1280,1147,1317,978,10395286,10396111,10396495,10398528,10399903
4,82,5,5,0,0,-4.25,-2.63,1280,800,1132,891,10399928,10400778,10401161,10403194,10404569
4,83,1.5,5,10,-10,5.75,-12.64,1627,1147,1480,1239,10404594,10405419,10406053,10408086,10409711
4,84,2,10,-10,10,-16.93,2.79,933,453,692,703,10409744,10410661,10410919,10412952,10414202
4,85,1,5,10,10,5.44,7.96,1627,453,1469,524,10557183,10558396,10559155,10561171,10562922
4,86,3,10,-10,10,-11.58,0.13,933,453,878,796,10562948,10563796,10564305,10566321,10567822
4,87,3,10,10,0,0.35,-2.61,1627,800,1292,891,10567846,10568646,10568904,10570921,10572171
4,88,2,10,-10,-10,-14.17,-0.91,933,1147,788,832,10572196,10572954,10573588,10575604,10577230
4,89,1.5,10,0,0,-9.2,-3.92,1280,800,960,936,10577255,10578037,10578546,10580562,10582063
4,90,2,10,-10,0,-2.58,6.7,933,800,1191,567,10582090,10582945,10583829,10585846,10587721
4,91,1,10,10,10,0.13,11.63,1627,453,1285,396,10587729,10588670,10589429,10591445,10593195
4,92,0.5,10,0,-10,-6.56,-2.45,1280,1147,1052,885,10593231,10594387,10595395,10597415,10599416
4,93,5,10,0,-10,9.4,-6.58,1280,1147,1606,1029,10599448,10600386,10600770,10602789,10604165
4,94,1,5,0,10,-4.88,8.92,1280,453,1110,490,10604186,10605369,10605753,10607772,10609148
4,95,0.5,5,-10,-10,-5.07,-9.15,933,1147,1104,1118,10609174,10610144,10610903,10612922,10614672
4,96,1.5,10,0,0,-2.52,9.68,1280,800,1192,464,10614687,10615586,10615845,10617872,10619122
4,97,0.5,5,0,10,4.28,7.41,1280,453,1429,543,10619144,10619969,10620227,10622255,10623505
4,98,1,10,10,-10,3.73,-2.21,1627,1147,1410,877,10623520,10624494,10625252,10627272,10629022
